payment_id,customer_id,account_id,policy_id,amount,currency,payment_date,payment_method,status,reference,failure_reason,_quarantine_reason
PAY004622,C0276,A0764,POL0188,2828.3,ZAR,2025-11-27,EFT,COMPLETED,PAYREFDBCC298584,,BROKEN_FK_account_id_to_accounts
PAY004640,C0810,A1438,,444.79,ZAR,2026-09-15,EFT,COMPLETED,PAYREF9724D57AC4,,BROKEN_FK_account_id_to_accounts
PAY004728,C0849,A0937,POL0564,413.36,ZAR,2024-02-21,MOBILE,COMPLETED,PAYREFB37BDE8674,,BROKEN_FK_account_id_to_accounts
PAY004754,C0984,A0656,POL0534,184.4,ZAR,2025-10-17,DEBIT_ORDER,COMPLETED,PAYREF85E5311D6F,,BROKEN_FK_account_id_to_accounts
PAY004755,C0105,A0672,POL0435,1031.44,ZAR,2024-02-25,EFT,COMPLETED,PAYREF9EF62F6660,,BROKEN_FK_account_id_to_accounts
PAY004765,C0226,A1205,POL0518,423.19,ZAR,2024-08-21,DEBIT_ORDER,COMPLETED,PAYREF96D6BEE501,,BROKEN_FK_account_id_to_accounts
PAY004833,C0497,A0053,POL0786,742.16,ZAR,2026-04-29,CASH,COMPLETED,PAYREFBB720D45D8,,BROKEN_FK_account_id_to_accounts
PAY004841,C0001,A0380,,1162.74,ZAR,2025-03-29,EFT,COMPLETED,PAYREFF921C5055C,,BROKEN_FK_account_id_to_accounts
PAY004846,C0633,A1169,,1000.92,ZAR,2025-03-28,EFT,COMPLETED,PAYREF312260D31A,,BROKEN_FK_account_id_to_accounts
PAY004866,C0498,A1386,POL0680,545.69,ZAR,2025-12-05,CARD,FAILED,PAYREF557AAFA86D,Technical error,BROKEN_FK_account_id_to_accounts
PAY004879,C0357,A0938,,422.14,ZAR,2024-10-02,MOBILE,COMPLETED,PAYREFBFD78A276B,,BROKEN_FK_account_id_to_accounts
PAY004929,C0459,A0694,POL0499,693.08,ZAR,2024-12-19,EFT,PENDING,PAYREFCA55D33201,,BROKEN_FK_account_id_to_accounts
PAY004933,C0373,A0469,POL0748,915.36,ZAR,2026-03-08,MOBILE,COMPLETED,PAYREF1610A3F23B,,BROKEN_FK_account_id_to_accounts
PAY004938,C0297,A0572,POL0165,1001.41,ZAR,2025-11-03,EFT,COMPLETED,PAYREFAC4B9150EB,,BROKEN_FK_account_id_to_accounts
PAY004955,C0888,A1146,,960.64,ZAR,2025-09-21,CARD,COMPLETED,PAYREF1575B59C56,,BROKEN_FK_account_id_to_accounts
PAY004960,C0703,A1190,POL0155,1105.94,ZAR,2025-05-23,EFT,COMPLETED,PAYREF3688E20970,,BROKEN_FK_account_id_to_accounts
PAY004993,C0312,A0694,,430.65,ZAR,2025-03-30,EFT,COMPLETED,PAYREFF96A8A4BCC,,BROKEN_FK_account_id_to_accounts
PAY005041,C0056,A1314,POL0252,1307.2,ZAR,2026-02-28,EFT,FAILED,PAYREF0389528DBD,Insufficient funds,BROKEN_FK_account_id_to_accounts
PAY005061,C0978,A0045,,3483.87,ZAR,2026-01-18,MOBILE,COMPLETED,PAYREFB582ACDDA6,,BROKEN_FK_account_id_to_accounts
PAY005068,C0979,A1065,POL0523,839.66,ZAR,2024-12-03,CARD,COMPLETED,PAYREFF78AA60C01,,BROKEN_FK_account_id_to_accounts
PAY005145,C0766,A1236,POL0226,2444.82,ZAR,2026-04-19,EFT,COMPLETED,PAYREFF5E15B35AA,,BROKEN_FK_account_id_to_accounts
PAY005192,C0864,A0305,,1626.41,ZAR,2024-03-25,DEBIT_ORDER,COMPLETED,PAYREF52324249D1,,BROKEN_FK_account_id_to_accounts
PAY005282,C0646,A0448,,1336.73,ZAR,2025-04-23,CARD,COMPLETED,PAYREFB35563F584,,BROKEN_FK_account_id_to_accounts
PAY005315,C0779,A0418,POL0472,1399.33,ZAR,2026-02-04,MOBILE,COMPLETED,PAYREFADE0EAA22E,,BROKEN_FK_account_id_to_accounts
PAY005379,C0666,A0572,,183.81,ZAR,2024-07-07,CARD,PENDING,PAYREFB655527E33,,BROKEN_FK_account_id_to_accounts
PAY005395,C0339,A0994,POL0698,418.81,ZAR,2026-02-06,CASH,COMPLETED,PAYREF356681B5E8,,BROKEN_FK_account_id_to_accounts
PAY005413,C0270,A0305,POL0411,4732.44,ZAR,2025-03-30,CARD,COMPLETED,PAYREF7A6C7417E1,,BROKEN_FK_account_id_to_accounts
PAY005421,C0632,A0937,POL0330,498.19,ZAR,2025-01-30,CARD,COMPLETED,PAYREFB8CFF5B9DF,,BROKEN_FK_account_id_to_accounts
PAY005487,C0434,A1169,,616.97,ZAR,2026-01-21,DEBIT_ORDER,COMPLETED,PAYREFF102E780AD,,BROKEN_FK_account_id_to_accounts
PAY005506,C0455,A1146,POL0049,1753.23,ZAR,2024-07-20,CARD,COMPLETED,PAYREF1F2895CF19,,BROKEN_FK_account_id_to_accounts
PAY005523,C0863,A0556,,129.75,ZAR,2026-03-29,MOBILE,COMPLETED,PAYREF0B3DEC79B6,,BROKEN_FK_account_id_to_accounts
PAY005536,C0210,A1065,,413.43,ZAR,2024-03-04,MOBILE,COMPLETED,PAYREF81192FAB41,,BROKEN_FK_account_id_to_accounts
PAY005570,C0973,A1444,,4363.17,ZAR,2026-01-27,CARD,COMPLETED,PAYREFB6618DD2B7,,BROKEN_FK_account_id_to_accounts
PAY005618,C0481,A0053,,659.08,ZAR,2025-12-27,EFT,COMPLETED,PAYREFA48EC53CFF,,BROKEN_FK_account_id_to_accounts
PAY005627,C0693,A0831,POL0593,588.47,ZAR,2025-04-15,CASH,COMPLETED,PAYREFECE7D298CA,,BROKEN_FK_account_id_to_accounts
PAY005634,C0399,A0544,POL0093,1404.88,ZAR,2026-07-17,CARD,COMPLETED,PAYREF39490651BA,,BROKEN_FK_account_id_to_accounts
PAY005721,C0104,A0656,POL0406,595.09,ZAR,2024-09-06,DEBIT_ORDER,FAILED,PAYREF04A13A0D6A,Insufficient funds,BROKEN_FK_account_id_to_accounts
PAY005726,C0655,A1025,POL0506,424.27,ZAR,2026-04-25,DEBIT_ORDER,COMPLETED,PAYREF31EA6F2C37,,BROKEN_FK_account_id_to_accounts
PAY005822,C0279,A0572,POL0382,2256.51,ZAR,2025-09-22,MOBILE,COMPLETED,PAYREF9A3DB3A53C,,BROKEN_FK_account_id_to_accounts
PAY005843,C0651,A0556,,2135.33,ZAR,2024-01-30,CASH,COMPLETED,PAYREFBE97405389,,BROKEN_FK_account_id_to_accounts
PAY005873,C0037,A0291,,661.13,ZAR,2024-12-21,EFT,COMPLETED,PAYREF23853476DA,,BROKEN_FK_account_id_to_accounts
PAY005898,C0634,A1438,POL0794,1315.95,ZAR,2024-02-23,CASH,COMPLETED,PAYREFC6CD2EC7CD,,BROKEN_FK_account_id_to_accounts
PAY005928,C0932,A0045,POL0396,546.38,ZAR,2024-12-23,DEBIT_ORDER,COMPLETED,PAYREF20AC4CDD73,,BROKEN_FK_account_id_to_accounts
PAY005959,C0342,A1190,POL0101,1643.55,ZAR,2026-07-31,DEBIT_ORDER,COMPLETED,PAYREF878A8176BC,,BROKEN_FK_account_id_to_accounts
PAY006070,C0537,A0448,POL0476,3667.58,ZAR,2025-12-02,DEBIT_ORDER,COMPLETED,PAYREFF64E4812A3,,BROKEN_FK_account_id_to_accounts
PAY006079,C0600,A0305,POL0548,1043.94,ZAR,2026-05-15,DEBIT_ORDER,COMPLETED,PAYREFD5B3CABF04,,BROKEN_FK_account_id_to_accounts
PAY006106,C0617,A0556,POL0355,683.93,ZAR,2025-02-21,DEBIT_ORDER,COMPLETED,PAYREF59D9C0B627,,BROKEN_FK_account_id_to_accounts
PAY006113,C0737,A0699,,562.96,ZAR,2026-04-25,CASH,COMPLETED,PAYREF25B09708CC,,BROKEN_FK_account_id_to_accounts
PAY006178,C0381,A1438,,690.25,ZAR,2024-10-24,CASH,COMPLETED,PAYREF940F7E2ADF,,BROKEN_FK_account_id_to_accounts
PAY006363,C0899,A0790,,940.59,ZAR,2026-05-28,DEBIT_ORDER,COMPLETED,PAYREF887D86E702,,BROKEN_FK_account_id_to_accounts
PAY006369,C0870,A0053,,1196.93,ZAR,2024-04-30,MOBILE,REVERSED,PAYREF325F780FC1,,BROKEN_FK_account_id_to_accounts
PAY006460,C0518,A0589,,2751.51,ZAR,2024-10-13,CASH,COMPLETED,PAYREF05C07173FC,,BROKEN_FK_account_id_to_accounts
PAY006463,C0216,A0937,POL0196,639.6,ZAR,2024-05-26,MOBILE,COMPLETED,PAYREF8780B6FCCF,,BROKEN_FK_account_id_to_accounts
PAY006471,C0558,A1200,POL0421,2515.43,ZAR,2025-09-22,MOBILE,COMPLETED,PAYREF3A03618646,,BROKEN_FK_account_id_to_accounts
PAY006480,C0997,A1330,,653.6,ZAR,2025-05-06,DEBIT_ORDER,COMPLETED,PAYREFBCADA1779D,,BROKEN_FK_account_id_to_accounts
PAY006520,C0922,A0556,POL0325,1480.42,ZAR,2024-05-12,CARD,COMPLETED,PAYREFCBFA588B96,,BROKEN_FK_account_id_to_accounts
PAY006552,C0874,A0282,POL0739,633.7,ZAR,2026-01-12,CASH,COMPLETED,PAYREF97CACBCCDC,,BROKEN_FK_account_id_to_accounts
PAY006554,C0555,A0345,POL0434,669.17,ZAR,2026-07-05,CARD,COMPLETED,PAYREF9B10D3224C,,BROKEN_FK_account_id_to_accounts
PAY006561,C0927,A0436,POL0468,1129.22,ZAR,2026-04-04,EFT,COMPLETED,PAYREFB297787F90,,BROKEN_FK_account_id_to_accounts
PAY006575,C0219,A1487,POL0255,813.68,ZAR,2024-07-25,CARD,PENDING,PAYREFADC0872F69,,BROKEN_FK_account_id_to_accounts
PAY006582,C0049,A0400,POL0228,1897.81,ZAR,2025-06-06,EFT,COMPLETED,PAYREF052846B492,,BROKEN_FK_account_id_to_accounts
PAY006603,C0710,A0943,POL0724,1020.57,ZAR,2026-04-13,CARD,FAILED,PAYREF2B35940E48,Technical error,BROKEN_FK_account_id_to_accounts
PAY006605,C0007,A0572,POL0374,2980.88,ZAR,2024-10-07,DEBIT_ORDER,COMPLETED,PAYREF63F7AC51E1,,BROKEN_FK_account_id_to_accounts
PAY006621,C0146,A0515,POL0676,4991.7,ZAR,2025-09-25,EFT,COMPLETED,PAYREF35175D944A,,BROKEN_FK_account_id_to_accounts
PAY006622,C0934,A0045,POL0420,1209.94,ZAR,2026-03-12,CASH,FAILED,PAYREFD2E1A8AC6C,Insufficient funds,BROKEN_FK_account_id_to_accounts
PAY006627,C0871,A0790,POL0211,4158.8,ZAR,2026-03-26,EFT,PENDING,PAYREFAF9DE62ED9,,BROKEN_FK_account_id_to_accounts
PAY006663,C0124,A1200,POL0691,2288.03,ZAR,2026-05-12,DEBIT_ORDER,PENDING,PAYREF0125B9107A,,BROKEN_FK_account_id_to_accounts
PAY006666,C0079,A0656,POL0387,266.14,ZAR,2026-01-11,DEBIT_ORDER,COMPLETED,PAYREFEE1A0F7B6A,,BROKEN_FK_account_id_to_accounts
PAY006668,C0667,A0141,POL0433,2958.85,ZAR,2025-09-25,EFT,COMPLETED,PAYREF8AB2987ADC,,BROKEN_FK_account_id_to_accounts
PAY006671,C0909,A0694,,1403.73,ZAR,2025-09-20,MOBILE,COMPLETED,PAYREFEAAA095019,,BROKEN_FK_account_id_to_accounts
PAY006689,C0940,A1181,POL0190,4609.69,ZAR,2025-02-03,CASH,COMPLETED,PAYREFAABD1964B7,,BROKEN_FK_account_id_to_accounts
PAY006738,C0138,A0589,POL0436,444.75,ZAR,2025-09-24,CASH,COMPLETED,PAYREF03046DB41B,,BROKEN_FK_account_id_to_accounts
PAY006770,C0079,A1025,POL0177,1565.52,ZAR,2026-03-22,CARD,PENDING,PAYREF15460F358B,,BROKEN_FK_account_id_to_accounts
PAY006776,C0049,A0790,,1033.84,ZAR,2026-06-09,EFT,COMPLETED,PAYREFDA0359A826,,BROKEN_FK_account_id_to_accounts
PAY006816,C0301,A0469,POL0374,270.3,ZAR,2024-10-12,DEBIT_ORDER,COMPLETED,PAYREFA16A832408,,BROKEN_FK_account_id_to_accounts
PAY006819,C0419,A0656,POL0127,1102.755,ZAR,2024-10-11,CASH,COMPLETED,PAYREFAB651159D8,,BROKEN_FK_account_id_to_accounts
PAY006844,C0492,A0380,POL0750,3536.77,ZAR,2024-10-14,EFT,COMPLETED,PAYREF5823E1B055,,BROKEN_FK_account_id_to_accounts
PAY006860,C0608,A0452,POL0139,381.44,ZAR,2024-03-01,MOBILE,FAILED,PAYREF39C60CA73C,Invalid account,BROKEN_FK_account_id_to_accounts
PAY006869,C0601,A0694,POL0447,399.99,ZAR,2025-05-03,CASH,PENDING,PAYREF61DE546458,,BROKEN_FK_account_id_to_accounts
PAY006883,C0279,A1200,POL0051,3857.9,ZAR,2026-02-11,CARD,COMPLETED,PAYREF1587F3E342,,BROKEN_FK_account_id_to_accounts
PAY006912,C0066,A0422,POL0037,1092.94,ZAR,2026-08-08,CASH,COMPLETED,PAYREF1622F4813C,,BROKEN_FK_account_id_to_accounts
PAY006921,C0986,A1065,POL0213,989.8,ZAR,2024-06-17,CASH,COMPLETED,PAYREF3AE4683C4D,,BROKEN_FK_account_id_to_accounts
PAY007024,C0976,A0282,,647.16,ZAR,2026-08-07,EFT,COMPLETED,PAYREFF7CF7CD7F6,,BROKEN_FK_account_id_to_accounts
PAY007104,C0126,A1438,,4095.0,ZAR,2025-07-24,CARD,FAILED,PAYREF3F0C6061E0,Invalid account,BROKEN_FK_account_id_to_accounts
PAY007107,C0124,A0779,POL0618,753.92,ZAR,2026-02-11,CASH,FAILED,PAYREF96DC791C29,Account closed,BROKEN_FK_account_id_to_accounts
PAY007115,C0039,A0515,,766.35,ZAR,2025-09-14,DEBIT_ORDER,COMPLETED,PAYREFD18C111920,,BROKEN_FK_account_id_to_accounts
PAY007123,C0489,A1146,POL0421,1334.97,ZAR,2025-10-30,DEBIT_ORDER,COMPLETED,PAYREFAD11F060FB,,BROKEN_FK_account_id_to_accounts
PAY007146,C0104,A1200,,586.54,ZAR,2026-08-27,EFT,COMPLETED,PAYREF14F71E79BF,,BROKEN_FK_account_id_to_accounts
PAY007183,C0221,A1438,POL0449,932.66,ZAR,2026-08-21,MOBILE,COMPLETED,PAYREF1548AB55B6,,BROKEN_FK_account_id_to_accounts
PAY007249,C0435,A1487,POL0617,1765.06,ZAR,2024-09-13,EFT,COMPLETED,PAYREFCF3A325A1B,,BROKEN_FK_account_id_to_accounts
PAY007283,C0161,A0400,POL0660,1506.07,ZAR,2024-07-30,MOBILE,COMPLETED,PAYREF228B963F37,,BROKEN_FK_account_id_to_accounts
PAY007308,C0350,A0053,POL0026,2257.07,ZAR,2026-01-28,MOBILE,COMPLETED,PAYREF3FDDC20713,,BROKEN_FK_account_id_to_accounts
PAY007315,C0444,A0452,POL0530,273.84,ZAR,2026-05-15,EFT,COMPLETED,PAYREF3C41DA6265,,BROKEN_FK_account_id_to_accounts
PAY007338,C0724,A0469,POL0397,132.98,ZAR,2026-01-29,DEBIT_ORDER,COMPLETED,PAYREF2D380CAC8E,,BROKEN_FK_account_id_to_accounts
PAY007403,C0300,A0656,POL0138,663.43,ZAR,2026-04-24,EFT,COMPLETED,PAYREFB460F24DD1,,BROKEN_FK_account_id_to_accounts
PAY007427,C0640,A1200,POL0759,1102.755,ZAR,2024-08-02,CASH,COMPLETED,PAYREF4F09AF183A,,BROKEN_FK_account_id_to_accounts
PAY007489,C0729,A0305,,2626.86,ZAR,2024-05-25,DEBIT_ORDER,COMPLETED,PAYREF552D2750FE,,BROKEN_FK_account_id_to_accounts
PAY007506,C0179,A1025,,628.28,ZAR,2024-06-29,MOBILE,COMPLETED,PAYREFF269B3CAB0,,BROKEN_FK_account_id_to_accounts
PAY007510,C0150,A0938,,5440.24,ZAR,2024-03-07,CARD,PENDING,PAYREFF6D322209B,,BROKEN_FK_account_id_to_accounts
PAY007512,C0617,A0563,POL0607,3094.44,ZAR,2024-09-15,CASH,COMPLETED,PAYREFADFB7B944E,,BROKEN_FK_account_id_to_accounts
PAY007537,C0949,A0672,POL0692,1538.78,ZAR,2026-04-01,CARD,COMPLETED,PAYREF492BE9C0D0,,BROKEN_FK_account_id_to_accounts
PAY007552,C0915,A0563,POL0363,4451.65,ZAR,2026-04-26,EFT,COMPLETED,PAYREF8949643802,,BROKEN_FK_account_id_to_accounts
PAY007562,C0309,A0448,POL0528,6939.57,ZAR,2025-08-03,CARD,COMPLETED,PAYREF368FB2B0B1,,BROKEN_FK_account_id_to_accounts
PAY007578,C0124,A1236,,1002.16,ZAR,2024-03-12,DEBIT_ORDER,FAILED,PAYREF65DC52FA61,Limit exceeded,BROKEN_FK_account_id_to_accounts
PAY007614,C0872,A0563,POL0494,1439.91,ZAR,2025-12-21,CARD,COMPLETED,PAYREF00D2D18564,,BROKEN_FK_account_id_to_accounts
PAY007616,C0037,A0943,POL0081,939.16,ZAR,2025-06-08,DEBIT_ORDER,COMPLETED,PAYREF0EE97DED5C,,BROKEN_FK_account_id_to_accounts
PAY007625,C0891,A0938,POL0354,669.67,ZAR,2025-02-14,DEBIT_ORDER,COMPLETED,PAYREF5496EFCB8D,,BROKEN_FK_account_id_to_accounts
PAY007659,C0891,A0563,POL0559,5940.14,ZAR,2025-02-17,DEBIT_ORDER,COMPLETED,PAYREF571D0556D7,,BROKEN_FK_account_id_to_accounts
PAY007683,C0386,A1487,POL0255,74.76,ZAR,2026-02-13,CARD,COMPLETED,PAYREF2F3EEF81A6,,BROKEN_FK_account_id_to_accounts
PAY007808,C0130,A1025,POL0085,1803.49,ZAR,2024-06-25,EFT,PENDING,PAYREF812A54E1EE,,BROKEN_FK_account_id_to_accounts
PAY007843,C0285,A0764,POL0319,4363.06,ZAR,2024-06-29,EFT,PENDING,PAYREFF869927E78,,BROKEN_FK_account_id_to_accounts
PAY007862,C0952,A0699,,1814.51,ZAR,2025-02-09,EFT,COMPLETED,PAYREF912BB442D1,,BROKEN_FK_account_id_to_accounts
PAY007883,C0513,A0938,POL0798,1436.16,ZAR,2026-03-19,MOBILE,COMPLETED,PAYREF6F91EA0F3D,,BROKEN_FK_account_id_to_accounts
PAY007884,C0744,A0694,,722.1,ZAR,2025-07-26,CASH,PENDING,PAYREFD9A0CD4785,,BROKEN_FK_account_id_to_accounts
PAY007964,C0017,A0473,POL0760,1598.61,ZAR,2025-07-26,MOBILE,COMPLETED,PAYREF4613098738,,BROKEN_FK_account_id_to_accounts
PAY007970,C0694,A0779,POL0761,3668.98,ZAR,2026-02-15,DEBIT_ORDER,COMPLETED,PAYREFAC573B0FAA,,BROKEN_FK_account_id_to_accounts
PAY007980,C0403,A0469,,1284.07,ZAR,2026-02-21,CARD,COMPLETED,PAYREF5D8F4CC858,,BROKEN_FK_account_id_to_accounts
PAY008031,C0124,A0527,POL0777,4001.44,ZAR,2025-06-25,DEBIT_ORDER,COMPLETED,PAYREFFC123FCB84,,BROKEN_FK_account_id_to_accounts
PAY008113,C0480,A0291,POL0298,1817.63,ZAR,2026-04-08,DEBIT_ORDER,COMPLETED,PAYREF9D26D5DB40,,BROKEN_FK_account_id_to_accounts
PAY008208,C0877,A0656,POL0279,282.68,ZAR,2025-11-28,MOBILE,COMPLETED,PAYREFC99A26C860,,BROKEN_FK_account_id_to_accounts
PAY008230,C0037,A1438,POL0425,3575.4,ZAR,2025-04-01,EFT,PENDING,PAYREF894F59B228,,BROKEN_FK_account_id_to_accounts
PAY008248,C0350,A1314,,654.39,ZAR,2025-02-24,EFT,FAILED,PAYREFFC21B9334A,Invalid account,BROKEN_FK_account_id_to_accounts
PAY008260,C0265,A0473,POL0720,1178.64,ZAR,2025-11-23,EFT,FAILED,PAYREF61AE8F2EDC,Insufficient funds,BROKEN_FK_account_id_to_accounts
PAY008286,C0604,A0831,,1166.69,ZAR,2025-05-07,DEBIT_ORDER,PENDING,PAYREFD56E3703BE,,BROKEN_FK_account_id_to_accounts
PAY008349,C0138,A1065,POL0054,1322.17,ZAR,2024-03-28,CARD,COMPLETED,PAYREF13E67182A1,,BROKEN_FK_account_id_to_accounts
PAY008378,C0434,A1065,,574.62,ZAR,2024-04-24,EFT,COMPLETED,PAYREF5147E0D918,,BROKEN_FK_account_id_to_accounts
PAY008387,C0764,A0515,POL0261,110.05,ZAR,2026-02-19,CARD,COMPLETED,PAYREF5A9ECB00DD,,BROKEN_FK_account_id_to_accounts
PAY008407,C0153,A1181,POL0034,1090.64,ZAR,2024-11-08,DEBIT_ORDER,PENDING,PAYREF9123C61FAD,,BROKEN_FK_account_id_to_accounts
PAY008421,C0870,A0282,POL0570,1102.755,ZAR,2024-04-10,DEBIT_ORDER,COMPLETED,PAYREFACCE600F53,,BROKEN_FK_account_id_to_accounts
PAY008466,C0696,A1025,POL0070,510.17,ZAR,2025-11-12,MOBILE,PENDING,PAYREF169442C079,,BROKEN_FK_account_id_to_accounts
PAY008470,C0562,A0053,POL0086,852.14,ZAR,2025-11-01,DEBIT_ORDER,COMPLETED,PAYREF69CE8F04F1,,BROKEN_FK_account_id_to_accounts
PAY008477,C0902,A1146,POL0595,2149.71,ZAR,2026-03-24,DEBIT_ORDER,COMPLETED,PAYREF14869B0A09,,BROKEN_FK_account_id_to_accounts
PAY008549,C0774,A1025,POL0541,820.11,ZAR,2024-04-17,CASH,COMPLETED,PAYREF1C6C3086DA,,BROKEN_FK_account_id_to_accounts
PAY008571,C0632,A0282,,1623.42,ZAR,2025-05-13,CARD,COMPLETED,PAYREFADD0542C77,,BROKEN_FK_account_id_to_accounts
PAY008685,C0096,A1330,,1919.33,ZAR,2024-04-06,CARD,COMPLETED,PAYREF0C8193A9EE,,BROKEN_FK_account_id_to_accounts
PAY008707,C0484,A0400,,519.1,ZAR,2024-01-12,CASH,COMPLETED,PAYREFBB0C25708F,,BROKEN_FK_account_id_to_accounts
PAY008711,C0967,A1236,,1209.76,ZAR,2026-01-19,MOBILE,COMPLETED,PAYREF20E1FAC4D7,,BROKEN_FK_account_id_to_accounts
PAY008759,C0375,A0938,POL0427,999.3,ZAR,2024-12-19,CASH,COMPLETED,PAYREFD99527B76B,,BROKEN_FK_account_id_to_accounts
PAY008772,C0986,A1236,,2612.45,ZAR,2024-12-08,CASH,COMPLETED,PAYREF90DA939ACE,,BROKEN_FK_account_id_to_accounts
PAY008870,C0749,A0305,POL0184,329.78,ZAR,2025-09-14,CARD,PENDING,PAYREFDC69F28D48,,BROKEN_FK_account_id_to_accounts
PAY008982,C0427,A0937,,2514.82,ZAR,2025-04-04,EFT,COMPLETED,PAYREFC2412A9AEF,,BROKEN_FK_account_id_to_accounts
PAY009013,C0828,A0448,,5451.67,ZAR,2024-07-27,CASH,COMPLETED,PAYREF2EEE01BF28,,BROKEN_FK_account_id_to_accounts
PAY009021,C0514,A1386,POL0285,547.98,ZAR,2025-11-18,CASH,COMPLETED,PAYREFE761CDA02E,,BROKEN_FK_account_id_to_accounts
PAY009066,C0664,A1205,,332.74,ZAR,2024-09-18,CASH,COMPLETED,PAYREF482FF98D8E,,BROKEN_FK_account_id_to_accounts
PAY009139,C0071,A1444,POL0307,1557.38,ZAR,2024-12-30,EFT,COMPLETED,PAYREFB1228EDDFB,,BROKEN_FK_account_id_to_accounts
PAY009158,C0569,A0291,POL0267,2742.67,ZAR,2025-01-11,CARD,COMPLETED,PAYREF4B0BFA7E77,,BROKEN_FK_account_id_to_accounts
PAY009277,C0581,A1205,,3649.72,ZAR,2026-07-20,CASH,COMPLETED,PAYREF7187177459,,BROKEN_FK_account_id_to_accounts
PAY009289,C0245,A0515,POL0797,5021.02,ZAR,2026-08-06,MOBILE,REVERSED,PAYREFDAD9E979CA,,BROKEN_FK_account_id_to_accounts
PAY009295,C0485,A0452,POL0567,2950.67,ZAR,2024-12-25,MOBILE,REVERSED,PAYREF120670E3A0,,BROKEN_FK_account_id_to_accounts
PAY009305,C0331,A0656,POL0711,6939.57,ZAR,2024-07-14,CASH,COMPLETED,PAYREFE4D90907E7,,BROKEN_FK_account_id_to_accounts
PAY009339,C0465,A0764,POL0102,403.89,ZAR,2024-01-16,MOBILE,COMPLETED,PAYREF8511A53010,,BROKEN_FK_account_id_to_accounts
PAY009341,C0807,A0380,,408.56,ZAR,2024-08-21,MOBILE,COMPLETED,PAYREF934532A16A,,BROKEN_FK_account_id_to_accounts
PAY009374,C0015,A0045,POL0445,473.54,ZAR,2026-07-28,MOBILE,FAILED,PAYREF13A755211D,Account closed,BROKEN_FK_account_id_to_accounts
PAY009377,C0283,A0452,,231.29,ZAR,2024-07-18,DEBIT_ORDER,COMPLETED,PAYREF68958EDEF6,,BROKEN_FK_account_id_to_accounts
PAY009382,C0381,A1025,,204.35,ZAR,2025-08-07,CARD,COMPLETED,PAYREF99BF76A6BA,,BROKEN_FK_account_id_to_accounts
PAY009383,C0636,A1190,POL0351,355.96,ZAR,2026-05-31,CARD,COMPLETED,PAYREF814919B5D6,,BROKEN_FK_account_id_to_accounts
PAY009423,C0597,A1314,,727.94,ZAR,2026-05-17,CASH,COMPLETED,PAYREFD5FE70C4D7,,BROKEN_FK_account_id_to_accounts
PAY009450,C0533,A0422,POL0366,2388.03,ZAR,2026-06-12,EFT,COMPLETED,PAYREFDE63E6DEAC,,BROKEN_FK_account_id_to_accounts
PAY009489,C0683,A0589,,1349.98,ZAR,2024-11-07,CARD,COMPLETED,PAYREF1CCF93DAF1,,BROKEN_FK_account_id_to_accounts
PAY009523,C0445,A0448,,198.15,ZAR,2025-07-26,DEBIT_ORDER,COMPLETED,PAYREF058B055FBD,,BROKEN_FK_account_id_to_accounts
PAY009552,C0241,A0572,POL0087,212.4,ZAR,2025-03-09,CASH,COMPLETED,PAYREF15C12D4D2D,,BROKEN_FK_account_id_to_accounts
PAY009561,C0337,A1190,POL0393,6939.57,ZAR,2024-06-28,MOBILE,COMPLETED,PAYREF175D1D0544,,BROKEN_FK_account_id_to_accounts
PAY009610,C0838,A1181,POL0135,532.57,ZAR,2025-11-15,MOBILE,COMPLETED,PAYREF3CFF179885,,BROKEN_FK_account_id_to_accounts
PAY009654,C0741,A1438,,827.61,ZAR,2025-08-07,EFT,COMPLETED,PAYREFE116FC087E,,BROKEN_FK_account_id_to_accounts
PAY009670,C0810,A0656,POL0101,2733.17,ZAR,2024-07-11,EFT,PENDING,PAYREFB6BED2A254,,BROKEN_FK_account_id_to_accounts
PAY009743,C0137,A0544,POL0299,404.14,ZAR,2024-08-30,DEBIT_ORDER,COMPLETED,PAYREF0ADF685050,,BROKEN_FK_account_id_to_accounts
PAY009769,C0407,A0282,POL0297,778.38,ZAR,2024-06-21,CASH,COMPLETED,PAYREF05A5E4CC60,,BROKEN_FK_account_id_to_accounts
PAY009774,C0074,A1190,,2116.59,ZAR,2024-09-15,CASH,FAILED,PAYREFD5A1D2435A,Insufficient funds,BROKEN_FK_account_id_to_accounts
PAY009829,C0323,A1386,,363.32,ZAR,2024-05-13,CARD,COMPLETED,PAYREF5355F24255,,BROKEN_FK_account_id_to_accounts
PAY009884,C0029,A0694,,2996.4,ZAR,2026-05-18,CARD,COMPLETED,PAYREF2205660D13,,BROKEN_FK_account_id_to_accounts
PAY009901,C0770,A0790,,778.49,ZAR,2025-03-12,DEBIT_ORDER,COMPLETED,PAYREF32F685453F,,BROKEN_FK_account_id_to_accounts
PAY009906,C0472,A0053,POL0218,862.23,ZAR,2024-03-31,DEBIT_ORDER,COMPLETED,PAYREF1235C68C15,,BROKEN_FK_account_id_to_accounts
PAY009924,C0674,A0282,,1073.54,ZAR,2025-08-09,DEBIT_ORDER,COMPLETED,PAYREFE5006347AF,,BROKEN_FK_account_id_to_accounts
PAY009939,C0701,A1025,POL0503,955.9,ZAR,2024-07-29,DEBIT_ORDER,COMPLETED,PAYREF554AB4C1C1,,BROKEN_FK_account_id_to_accounts
