policy_id,customer_id,policy_type,status,start_date,end_date,premium_amount,cover_amount,currency,payment_frequency,beneficiary_count,underwriting_status
POL0609,C0897,RETIREMENT,PAID_UP,2019-06-07,2029-06-04,16520.26,359524.31,ZAR,QUARTERLY,2,DECLINED
POL0610,C0305,INVESTMENT,ACTIVE,2019-10-05,2029-10-02,16780.7,524586.89,ZAR,QUARTERLY,3,SUBSTANDARD
POL0611,C0660,INVESTMENT,MATURED,2022-11-13,2037-11-09,9040.52,205893.37,ZAR,ANNUALLY,5,SUBSTANDARD
POL0612,C0992,SHORT_TERM,ACTIVE,2020-01-08,2045-01-01,262.98,402337.88,ZAR,ANNUALLY,3,STANDARD
POL0613,C0574,LIFE,MATURED,2024-08-01,2034-07-30,1407.46,260283.84,ZAR,ANNUALLY,2,SUBSTANDARD
POL0614,C0615,FUNERAL,LAPSED,2017-12-17,2032-12-13,204.07,93863.0,ZAR,QUARTERLY,3,STANDARD
POL0615,C0287,RETIREMENT,ACTIVE,2026-06-12,2046-06-07,16196.97,1470540.6,ZAR,QUARTERLY,5,SUBSTANDARD
POL0616,C0693,HEALTH,MATURED,2016-03-04,2021-03-03,2481.54,4780189.32,ZAR,ANNUALLY,2,SUBSTANDARD
POL0617,C0191,FUNERAL,ACTIVE,2022-08-28,2047-08-22,380.04,73324.47,ZAR,ANNUALLY,3,SUBSTANDARD
POL0618,C0019,INVESTMENT,ACTIVE,2021-04-21,2036-04-17,-8090.68,259889.54,ZAR,QUARTERLY,4,STANDARD
POL0619,C0715,LIFE,ACTIVE,2015-03-29,2025-03-26,1065.19,399334.47,ZAR,MONTHLY,3,PREFERRED
POL0620,C0904,FUNERAL,LAPSED,2017-02-13,2032-02-10,437.6,30835.9,ZAR,QUARTERLY,5,SUBSTANDARD
POL0621,C0875,INVESTMENT,LAPSED,2018-04-18,2033-04-14,8101.06,160274.8,ZAR,ANNUALLY,4,STANDARD
POL0622,C0963,FUNERAL,LAPSED,2026-06-23,2051-06-17,163.15,96922.99,ZAR,MONTHLY,3,STANDARD
POL0623,C0014,SHORT_TERM,ACTIVE,2017-04-13,2042-04-07,585.23,1707041.71,ZAR,MONTHLY,5,STANDARD
POL0624,C0536,LIFE,PAID_UP,2016-10-18,2026-10-16,-2292.87,367966.7,ZAR,MONTHLY,4,PREFERRED
POL0625,C0952,RETIREMENT,ACTIVE,2016-06-01,2026-05-30,21470.63,475553.2,ZAR,QUARTERLY,5,STANDARD
POL0626,C0089,HEALTH,MATURED,2022-03-03,2037-02-27,5248.16,3064731.65,ZAR,ANNUALLY,5,STANDARD
POL0627,C0340,INVESTMENT,ACTIVE,2015-06-29,2040-06-22,15928.42,488247.69,ZAR,ANNUALLY,2,STANDARD
POL0628,C0989,HEALTH,ACTIVE,2020-04-24,2050-04-17,1754.32,974236.46,ZAR,QUARTERLY,5,STANDARD
POL0629,C0420,RETIREMENT,MATURED,2016-06-21,2031-06-18,19318.66,1809031.59,ZAR,QUARTERLY,3,SUBSTANDARD
POL0630,C0258,LIFE,ACTIVE,2015-01-08,2020-01-07,1847.49,219003.95,ZAR,MONTHLY,4,SUBSTANDARD
POL0631,C0509,FUNERAL,PAID_UP,2019-10-05,2034-10-01,260.6,95474.33,ZAR,ANNUALLY,2,SUBSTANDARD
POL0632,C0796,RETIREMENT,ACTIVE,2026-04-12,2036-04-09,18823.76,1571483.74,ZAR,QUARTERLY,3,STANDARD
POL0633,C0090,FUNERAL,ACTIVE,2026-03-21,2041-03-17,146.63,15713.97,ZAR,MONTHLY,3,SUBSTANDARD
POL0634,C0441,SHORT_TERM,LAPSED,2016-04-15,2036-04-10,1976.21,1569691.06,ZAR,ANNUALLY,2,PREFERRED
POL0635,C0068,INVESTMENT,ACTIVE,2020-12-08,2025-12-07,,310155.7,ZAR,ANNUALLY,3,STANDARD
POL0636,C0511,FUNERAL,LAPSED,2019-04-12,2044-04-05,126.06,38820.33,ZAR,MONTHLY,2,STANDARD
POL0637,C0985,LIFE,PAID_UP,2018-02-11,2043-02-05,2813.77,418108.92,ZAR,QUARTERLY,1,SUBSTANDARD
POL0638,C0387,SHORT_TERM,LAPSED,2017-04-26,2042-04-20,2572.0,1409207.5,ZAR,MONTHLY,4,STANDARD
POL0639,C0784,LIFE,MATURED,2020-05-25,2045-05-19,1550.66,602873.28,ZAR,MONTHLY,4,DECLINED
POL0640,C0239,SHORT_TERM,MATURED,2023-09-04,2028-09-02,2550.88,1219450.51,ZAR,MONTHLY,1,SUBSTANDARD
POL0641,C0533,INVESTMENT,ACTIVE,2021-10-12,2036-10-08,10516.6,519091.96,ZAR,ANNUALLY,2,SUBSTANDARD
POL0642,C0240,RETIREMENT,ACTIVE,2019-11-17,2049-11-09,16339.75,401019.51,ZAR,QUARTERLY,3,SUBSTANDARD
POL0643,C0934,FUNERAL,MATURED,2025-07-02,2030-07-01,174.16,95318.32,ZAR,QUARTERLY,4,STANDARD
POL0644,C0282,RETIREMENT,ACTIVE,2017-06-13,2022-06-12,1972.57,69178.57,ZAR,QUARTERLY,5,STANDARD
POL0645,C0881,FUNERAL,ACTIVE,2019-03-22,2039-03-17,135.23,58851.24,ZAR,MONTHLY,3,STANDARD
POL0646,C0652,RETIREMENT,PAID_UP,2022-12-22,2047-12-16,12350.98,956630.84,ZAR,QUARTERLY,2,STANDARD
POL0647,C0814,LIFE,PAID_UP,2017-09-17,2032-09-13,2997.86,1260261.71,ZAR,MONTHLY,4,STANDARD
POL0648,C0636,INVESTMENT,LAPSED,2023-10-29,2048-10-22,10500.99,392194.57,ZAR,MONTHLY,4,STANDARD
POL0649,C0972,HEALTH,ACTIVE,2019-05-13,2029-05-10,6723.16,1627469.74,ZAR,MONTHLY,3,STANDARD
POL0650,C0167,FUNERAL,LAPSED,2022-10-02,2032-09-29,139.18,84588.5,ZAR,ANNUALLY,1,STANDARD
POL0651,C0983,LIFE,ACTIVE,2022-02-02,2042-01-28,1908.08,470826.79,ZAR,QUARTERLY,4,SUBSTANDARD
POL0652,C0078,RETIREMENT,ACTIVE,2025-01-02,2039-12-30,8407.0,556312.83,ZAR,QUARTERLY,5,STANDARD
POL0653,C0414,SHORT_TERM,CANCELLED,2017-01-29,2027-01-27,2416.22,1394857.33,ZAR,QUARTERLY,4,PREFERRED
POL0654,C0860,FUNERAL,MATURED,2023-04-21,2053-04-13,164.42,27850.23,ZAR,QUARTERLY,4,STANDARD
POL0655,C0203,RETIREMENT,ACTIVE,2015-09-01,2030-08-28,25123.75,1330369.88,ZAR,MONTHLY,2,STANDARD
POL0656,C0697,FUNERAL,ACTIVE,2016-05-10,2026-05-08,243.98,75126.29,ZAR,ANNUALLY,2,SUBSTANDARD
POL0657,C0676,INVESTMENT,ACTIVE,2016-04-03,2041-03-28,15424.75,590102.77,ZAR,MONTHLY,5,SUBSTANDARD
POL0658,C0999,SHORT_TERM,ACTIVE,2015-08-09,2020-08-07,807.22,629942.78,ZAR,ANNUALLY,3,STANDARD
POL0659,C0713,INVESTMENT,CANCELLED,2026-07-05,2041-07-01,4769.83,53026.0,ZAR,MONTHLY,1,STANDARD
POL0660,C0957,FUNERAL,MATURED,2026-03-26,2046-03-21,154.52,68537.27,ZAR,MONTHLY,2,PREFERRED
POL0661,C0670,SHORT_TERM,ACTIVE,2025-08-03,2055-07-27,2977.8,1330864.44,ZAR,ANNUALLY,3,STANDARD
POL0662,C0218,FUNERAL,MATURED,2015-09-22,2020-09-20,-285.96,37652.94,ZAR,ANNUALLY,3,STANDARD
POL0663,C0890,FUNERAL,ACTIVE,2022-09-25,2037-09-21,52.04,80080.59,ZAR,QUARTERLY,3,STANDARD
POL0664,C0901,FUNERAL,MATURED,2023-07-31,2028-07-29,488.21,85038.31,ZAR,ANNUALLY,3,SUBSTANDARD
POL0665,C0669,RETIREMENT,ACTIVE,2022-05-04,2032-05-01,4264.97,396809.21,ZAR,MONTHLY,4,STANDARD
POL0666,C0551,INVESTMENT,ACTIVE,2015-09-26,2030-09-22,5826.71,142293.25,ZAR,ANNUALLY,3,STANDARD
POL0667,C0296,HEALTH,CANCELLED,2025-04-29,2050-04-23,3354.67,247004.41,ZAR,ANNUALLY,1,SUBSTANDARD
POL0668,C0576,FUNERAL,LAPSED,2015-07-15,2045-07-07,444.04,55183.33,ZAR,QUARTERLY,3,STANDARD
POL0669,C0103,HEALTH,ACTIVE,2025-07-14,2030-07-13,7902.13,994599.65,ZAR,ANNUALLY,5,STANDARD
POL0670,C0192,INVESTMENT,ACTIVE,2018-08-24,2023-08-23,14687.27,568097.61,ZAR,MONTHLY,5,STANDARD
POL0671,C0756,INVESTMENT,ACTIVE,2025-05-05,2040-05-01,10127.91,228037.87,ZAR,ANNUALLY,4,SUBSTANDARD
POL0672,C0159,LIFE,LAPSED,2015-02-06,2030-02-02,2683.42,992525.65,ZAR,MONTHLY,5,STANDARD
POL0673,C0148,INVESTMENT,ACTIVE,2023-05-08,2033-05-05,19089.38,890169.15,ZAR,MONTHLY,2,STANDARD
POL0674,C0527,LIFE,ACTIVE,2018-12-16,2048-12-08,1538.98,164590.42,ZAR,MONTHLY,3,PREFERRED
POL0675,C0679,RETIREMENT,MATURED,2017-03-29,2042-03-23,24490.51,1669243.33,ZAR,QUARTERLY,4,STANDARD
POL0676,C0995,LIFE,LAPSED,2022-06-16,2027-06-15,2101.22,246779.69,ZAR,MONTHLY,4,STANDARD
POL0677,C0506,LIFE,LAPSED,2018-09-28,2048-09-20,1855.37,750376.82,ZAR,MONTHLY,3,SUBSTANDARD
POL0678,C0831,LIFE,ACTIVE,2015-02-21,2025-02-18,323.18,117015.08,ZAR,ANNUALLY,3,SUBSTANDARD
POL0679,C0933,FUNERAL,ACTIVE,2026-02-23,2046-02-18,172.73,63280.74,ZAR,MONTHLY,1,SUBSTANDARD
POL0680,C0778,LIFE,MATURED,2025-11-06,2050-10-31,4139.23,1843024.68,ZAR,MONTHLY,2,SUBSTANDARD
POL0681,C0695,HEALTH,ACTIVE,2024-09-29,2034-09-27,6710.45,2285035.73,ZAR,ANNUALLY,1,DECLINED
POL0682,C0761,SHORT_TERM,ACTIVE,2024-03-13,2054-03-06,2423.62,1924709.17,ZAR,ANNUALLY,2,PREFERRED
POL0683,C0899,SHORT_TERM,ACTIVE,2024-10-17,2044-10-12,1077.89,680410.15,ZAR,MONTHLY,5,SUBSTANDARD
POL0684,C0797,RETIREMENT,CANCELLED,2015-03-27,2020-03-25,24252.81,1894872.89,ZAR,QUARTERLY,4,STANDARD
POL0685,C0807,FUNERAL,ACTIVE,2025-10-03,2040-09-29,483.73,70290.1,ZAR,ANNUALLY,3,STANDARD
POL0686,C0028,INVESTMENT,LAPSED,2023-05-08,2053-04-30,13658.59,649246.84,ZAR,MONTHLY,3,STANDARD
POL0687,C0099,INVESTMENT,ACTIVE,2016-01-25,2041-01-18,10985.72,491601.82,ZAR,ANNUALLY,5,STANDARD
POL0688,C0672,HEALTH,ACTIVE,2017-03-14,2027-03-12,2111.9,1266577.49,ZAR,ANNUALLY,2,STANDARD
POL0689,C0193,LIFE,ACTIVE,2017-03-09,2047-03-02,4982.75,2145534.48,ZAR,QUARTERLY,2,STANDARD
POL0690,C0818,INVESTMENT,ACTIVE,2016-05-01,2026-04-29,8662.51,345934.54,ZAR,MONTHLY,3,STANDARD
POL0691,C0690,RETIREMENT,ACTIVE,2015-11-28,2030-11-24,2891.59,287911.31,ZAR,ANNUALLY,3,SUBSTANDARD
POL0692,C0322,SHORT_TERM,MATURED,2023-09-29,2028-09-27,1826.08,578148.77,ZAR,QUARTERLY,3,STANDARD
POL0693,C0648,FUNERAL,ACTIVE,2015-05-11,2035-05-06,391.72,50614.41,ZAR,QUARTERLY,4,PREFERRED
POL0694,C0417,HEALTH,ACTIVE,2020-09-18,2025-09-17,6175.92,3667100.13,ZAR,MONTHLY,5,PREFERRED
POL0695,C0998,SHORT_TERM,LAPSED,2016-01-24,2041-01-17,456.9,1106570.13,ZAR,ANNUALLY,3,STANDARD
POL0696,C0112,INVESTMENT,MATURED,2023-10-16,2053-10-08,8935.07,229504.69,ZAR,ANNUALLY,4,SUBSTANDARD
POL0697,C0384,FUNERAL,CANCELLED,2026-03-17,2041-03-13,420.01,34005.54,ZAR,QUARTERLY,4,STANDARD
POL0698,C0368,RETIREMENT,ACTIVE,2020-10-26,2040-10-21,8644.23,340889.83,ZAR,QUARTERLY,1,SUBSTANDARD
POL0699,C0139,LIFE,ACTIVE,2017-08-13,2032-08-09,4286.6,1151142.55,ZAR,ANNUALLY,4,STANDARD
POL0700,C0488,LIFE,CANCELLED,2021-11-27,2041-11-22,4835.86,484582.77,ZAR,ANNUALLY,2,STANDARD
POL0701,C0563,SHORT_TERM,PAID_UP,2022-03-29,2037-03-25,225.33,1278786.36,ZAR,MONTHLY,5,STANDARD
POL0702,C0641,RETIREMENT,ACTIVE,2025-02-08,2045-02-03,3447.25,269847.24,ZAR,MONTHLY,2,PREFERRED
POL0703,C0110,HEALTH,ACTIVE,2025-11-20,2050-11-14,2243.87,867319.72,ZAR,QUARTERLY,5,STANDARD
POL0704,C0413,RETIREMENT,ACTIVE,2019-12-21,2029-12-18,2757.17,194093.45,ZAR,ANNUALLY,1,STANDARD
POL0705,C0259,HEALTH,MATURED,2024-03-09,2054-03-02,2795.65,4656863.15,ZAR,QUARTERLY,1,STANDARD
POL0706,,INVESTMENT,ACTIVE,2016-10-12,2026-10-10,8041.81,81777.33,ZAR,ANNUALLY,1,SUBSTANDARD
POL0707,C0279,RETIREMENT,ACTIVE,2018-08-24,2023-08-23,29085.4,605713.73,ZAR,ANNUALLY,4,STANDARD
POL0708,C0329,LIFE,ACTIVE,2026-01-25,2046-01-20,4729.78,1692037.81,ZAR,ANNUALLY,2,STANDARD
POL0709,C0121,HEALTH,LAPSED,2016-03-29,2046-03-22,6927.11,3082033.41,ZAR,ANNUALLY,2,SUBSTANDARD
POL0710,C0510,INVESTMENT,ACTIVE,2016-11-10,2046-11-03,3586.31,94683.41,ZAR,MONTHLY,5,STANDARD
POL0711,C0073,HEALTH,MATURED,2025-05-10,2045-05-05,4213.52,3251659.35,ZAR,MONTHLY,3,STANDARD
POL0712,C0067,HEALTH,ACTIVE,2019-06-14,2049-06-06,2353.89,3900745.9,ZAR,ANNUALLY,1,STANDARD
POL0713,C0618,HEALTH,ACTIVE,2019-08-12,2044-08-05,1888.01,2459027.85,ZAR,MONTHLY,5,DECLINED
POL0714,C0520,LIFE,CANCELLED,2026-02-24,2046-02-19,3931.03,1675516.86,ZAR,QUARTERLY,4,STANDARD
POL0715,C0127,INVESTMENT,CANCELLED,2018-10-03,2028-09-30,-8896.18,395786.5,ZAR,ANNUALLY,2,PREFERRED
POL0716,C0950,RETIREMENT,ACTIVE,2020-03-07,2050-02-28,6516.57,562665.32,ZAR,ANNUALLY,1,STANDARD
POL0717,C0398,INVESTMENT,ACTIVE,2021-04-14,2026-04-13,14087.45,210863.4,ZAR,MONTHLY,2,STANDARD
POL0718,C0548,SHORT_TERM,ACTIVE,2021-08-19,2036-08-15,1088.62,1650940.85,ZAR,MONTHLY,4,STANDARD
POL0719,C0028,FUNERAL,LAPSED,2026-05-16,2031-05-15,344.44,47523.94,ZAR,QUARTERLY,5,SUBSTANDARD
POL0720,C0378,LIFE,ACTIVE,2020-10-18,2025-10-17,4900.53,1603304.82,ZAR,QUARTERLY,2,SUBSTANDARD
POL0721,C0091,FUNERAL,CANCELLED,2015-05-30,2025-05-27,487.28,57473.07,ZAR,ANNUALLY,4,STANDARD
POL0722,C0255,LIFE,ACTIVE,2025-09-15,2045-09-10,3060.27,433363.45,ZAR,QUARTERLY,5,STANDARD
POL0723,C0302,HEALTH,ACTIVE,2022-02-26,2042-02-21,7998.35,2535790.85,ZAR,ANNUALLY,2,STANDARD
POL0724,,RETIREMENT,LAPSED,2025-06-14,2045-06-09,15389.26,515431.8,ZAR,ANNUALLY,4,STANDARD
POL0725,C0818,LIFE,MATURED,2026-05-07,2056-04-29,4064.1,1369892.03,ZAR,QUARTERLY,2,STANDARD
POL0726,C0676,FUNERAL,MATURED,2018-07-31,2048-07-23,140.35,85578.09,ZAR,ANNUALLY,1,STANDARD
POL0727,C0788,LIFE,ACTIVE,2025-03-03,2040-02-28,2783.62,1317852.99,ZAR,ANNUALLY,5,STANDARD
POL0728,C0226,INVESTMENT,ACTIVE,2022-11-12,2037-11-08,,439792.52,ZAR,MONTHLY,4,STANDARD
POL0729,C0571,SHORT_TERM,MATURED,2023-08-03,2048-07-27,1119.53,101937.99,ZAR,MONTHLY,3,STANDARD
POL0730,C0946,INVESTMENT,ACTIVE,2024-10-13,2029-10-12,3262.78,148257.59,ZAR,MONTHLY,1,PREFERRED
POL0731,C0042,RETIREMENT,ACTIVE,2023-12-24,2043-12-19,29881.99,1084760.13,ZAR,ANNUALLY,5,STANDARD
POL0732,C0406,FUNERAL,ACTIVE,2021-01-02,2045-12-27,127.37,47104.31,ZAR,MONTHLY,2,STANDARD
POL0733,C0052,FUNERAL,LAPSED,2023-01-29,2028-01-28,172.41,99340.01,ZAR,ANNUALLY,1,STANDARD
POL0734,C0313,RETIREMENT,CANCELLED,2017-04-14,2047-04-07,12327.39,1229307.11,ZAR,MONTHLY,4,STANDARD
POL0735,C0232,HEALTH,ACTIVE,2020-06-19,2030-06-17,5329.29,2477432.26,ZAR,MONTHLY,2,STANDARD
POL0736,C0093,LIFE,ACTIVE,2021-08-28,2026-08-27,4179.88,803060.78,ZAR,QUARTERLY,3,SUBSTANDARD
POL0737,C0209,RETIREMENT,LAPSED,2026-01-20,2051-01-14,6158.37,310077.62,ZAR,MONTHLY,2,SUBSTANDARD
POL0738,C0874,INVESTMENT,ACTIVE,2019-08-10,2034-08-06,12925.87,292224.27,ZAR,ANNUALLY,3,STANDARD
POL0739,,RETIREMENT,PAID_UP,2024-08-10,2054-08-03,23671.26,1926775.39,ZAR,ANNUALLY,3,PREFERRED
POL0740,C0814,SHORT_TERM,ACTIVE,2025-07-15,2030-07-14,778.14,125067.37,ZAR,ANNUALLY,4,STANDARD
POL0741,C0191,HEALTH,ACTIVE,2021-11-27,2051-11-20,1127.68,2613940.36,ZAR,MONTHLY,3,PREFERRED
POL0742,C0748,HEALTH,MATURED,2017-12-20,2037-12-15,1116.69,4889821.58,ZAR,ANNUALLY,3,STANDARD
POL0743,C0439,SHORT_TERM,ACTIVE,2024-06-10,2029-06-09,261.47,1468712.13,ZAR,MONTHLY,2,SUBSTANDARD
POL0744,C0714,HEALTH,ACTIVE,2019-07-07,2049-06-29,2060.01,2093323.49,ZAR,MONTHLY,2,STANDARD
POL0745,C0463,RETIREMENT,CANCELLED,2016-11-16,2046-11-09,7817.9,720101.31,ZAR,QUARTERLY,2,PREFERRED
POL0746,C0905,FUNERAL,ACTIVE,2016-03-05,2046-02-26,436.57,99046.12,ZAR,MONTHLY,5,STANDARD
POL0747,C0135,INVESTMENT,LAPSED,2016-05-07,2041-05-01,5732.67,96577.25,ZAR,ANNUALLY,2,STANDARD
POL0748,C0866,RETIREMENT,ACTIVE,2023-08-08,2028-08-06,20810.23,1351472.84,ZAR,ANNUALLY,4,DECLINED
POL0749,C0982,HEALTH,ACTIVE,2021-10-20,2051-10-13,4197.83,2583167.09,ZAR,MONTHLY,3,STANDARD
POL0750,C0370,RETIREMENT,LAPSED,2024-12-13,2044-12-08,11256.01,659525.85,ZAR,MONTHLY,3,STANDARD
POL0751,C0801,FUNERAL,LAPSED,2018-11-19,2023-11-18,469.16,15928.64,ZAR,ANNUALLY,2,STANDARD
POL0752,C0705,HEALTH,LAPSED,2024-08-11,2054-08-04,-4105.63,772117.82,ZAR,ANNUALLY,2,PREFERRED
POL0753,C0967,LIFE,ACTIVE,2019-01-03,2033-12-30,3568.05,1047359.8,ZAR,MONTHLY,1,PREFERRED
POL0754,C0587,INVESTMENT,MATURED,2019-04-22,2029-04-19,10068.58,420669.15,ZAR,MONTHLY,3,SUBSTANDARD
POL0755,C0917,INVESTMENT,LAPSED,2019-07-20,2024-07-18,11410.42,525139.12,ZAR,QUARTERLY,4,STANDARD
POL0756,C0889,HEALTH,CANCELLED,2017-04-07,2022-04-06,5005.22,2284962.44,ZAR,ANNUALLY,2,SUBSTANDARD
POL0757,C0283,HEALTH,ACTIVE,2017-07-16,2032-07-12,7956.68,1292652.82,ZAR,QUARTERLY,1,STANDARD
POL0758,C0056,HEALTH,CANCELLED,2024-12-17,2044-12-12,929.49,3858306.92,ZAR,MONTHLY,1,STANDARD
POL0759,C0763,FUNERAL,CANCELLED,2024-01-27,2049-01-20,-440.46,79715.85,ZAR,MONTHLY,2,STANDARD
POL0760,C0354,INVESTMENT,ACTIVE,2018-09-19,2043-09-13,19772.83,362891.96,ZAR,QUARTERLY,1,STANDARD
POL0761,C0817,HEALTH,MATURED,2025-09-30,2050-09-24,2076.96,4758650.22,ZAR,QUARTERLY,1,PREFERRED
POL0762,C0054,INVESTMENT,ACTIVE,2018-05-20,2048-05-12,874.22,32201.73,ZAR,QUARTERLY,2,STANDARD
POL0763,C0324,RETIREMENT,CANCELLED,2023-07-03,2048-06-26,23537.21,1763019.6,ZAR,ANNUALLY,5,SUBSTANDARD
POL0764,C0517,HEALTH,ACTIVE,2026-07-17,2036-07-14,4843.2,3220760.61,ZAR,MONTHLY,3,SUBSTANDARD
POL0765,C0841,INVESTMENT,ACTIVE,2019-01-11,2039-01-06,7690.96,190085.04,ZAR,QUARTERLY,5,SUBSTANDARD
POL0766,C0848,INVESTMENT,ACTIVE,2023-09-26,2038-09-22,3989.41,167186.99,ZAR,MONTHLY,1,PREFERRED
POL0767,C0275,INVESTMENT,ACTIVE,2025-05-04,2045-04-29,19709.81,809860.23,ZAR,MONTHLY,1,STANDARD
POL0768,C0472,LIFE,MATURED,2020-05-19,2040-05-14,3157.76,1123562.36,ZAR,MONTHLY,1,STANDARD
POL0769,C0591,RETIREMENT,CANCELLED,2022-09-15,2047-09-09,14897.72,1280285.86,ZAR,ANNUALLY,3,STANDARD
POL0770,C0797,FUNERAL,MATURED,2015-10-16,2040-10-09,471.62,85486.05,ZAR,QUARTERLY,1,DECLINED
POL0771,C0635,INVESTMENT,LAPSED,2020-01-03,2049-12-26,18984.66,302982.43,ZAR,ANNUALLY,2,PREFERRED
POL0772,C0317,FUNERAL,LAPSED,2023-06-29,2033-06-26,391.07,54047.83,ZAR,ANNUALLY,1,STANDARD
POL0773,C0639,LIFE,ACTIVE,2024-06-22,2034-06-20,3582.89,1104864.03,ZAR,QUARTERLY,5,PREFERRED
POL0774,C0003,HEALTH,ACTIVE,2020-09-30,2040-09-25,7536.82,2471168.15,ZAR,MONTHLY,5,PREFERRED
POL0775,C0410,LIFE,CANCELLED,2022-08-01,2032-07-29,2491.82,489610.21,ZAR,MONTHLY,2,STANDARD
POL0776,C0765,INVESTMENT,ACTIVE,2023-04-12,2048-04-05,5477.72,168596.41,ZAR,QUARTERLY,3,STANDARD
POL0777,,HEALTH,ACTIVE,2019-04-04,2029-04-01,1763.99,4092840.12,ZAR,QUARTERLY,1,PREFERRED
POL0778,C0293,SHORT_TERM,ACTIVE,2020-08-03,2050-07-27,2755.71,466018.73,ZAR,MONTHLY,4,STANDARD
POL0779,C0044,INVESTMENT,MATURED,2019-02-06,2049-01-29,8127.37,106152.54,ZAR,QUARTERLY,1,STANDARD
POL0780,C0099,INVESTMENT,CANCELLED,2025-06-10,2045-06-05,7346.76,239279.53,ZAR,MONTHLY,1,STANDARD
POL0781,C0846,LIFE,ACTIVE,2015-01-20,2020-01-19,4389.7,2121390.4,ZAR,ANNUALLY,3,SUBSTANDARD
POL0782,C0879,FUNERAL,MATURED,2018-09-13,2048-09-05,345.18,85810.97,ZAR,ANNUALLY,2,STANDARD
POL0783,C0164,HEALTH,ACTIVE,2017-06-05,2042-05-30,6709.56,3730822.83,ZAR,ANNUALLY,5,STANDARD
POL0784,C0355,HEALTH,MATURED,2015-03-18,2025-03-15,5536.83,2553244.12,ZAR,ANNUALLY,3,DECLINED
POL0785,C0727,INVESTMENT,ACTIVE,2023-09-15,2043-09-10,16361.36,192454.33,ZAR,ANNUALLY,3,DECLINED
POL0786,C0824,FUNERAL,ACTIVE,2021-11-18,2041-11-13,120.13,70332.46,ZAR,QUARTERLY,4,SUBSTANDARD
POL0787,C0020,HEALTH,ACTIVE,2019-05-04,2039-04-29,,3767674.91,ZAR,QUARTERLY,4,PREFERRED
POL0788,C0806,HEALTH,LAPSED,2025-03-24,2055-03-17,1252.62,2113117.18,ZAR,MONTHLY,4,STANDARD
POL0789,C0592,INVESTMENT,LAPSED,2016-05-15,2021-05-14,19050.42,568086.8,ZAR,MONTHLY,1,STANDARD
POL0790,C0968,HEALTH,ACTIVE,2025-11-05,2035-11-03,1691.7,2292294.22,ZAR,QUARTERLY,2,STANDARD
POL0791,C0872,RETIREMENT,ACTIVE,2016-05-25,2041-05-19,7001.11,379423.72,ZAR,MONTHLY,3,SUBSTANDARD
POL0792,C0915,FUNERAL,LAPSED,2020-12-03,2040-11-28,82.55,49648.14,ZAR,ANNUALLY,1,STANDARD
POL0793,C0419,LIFE,ACTIVE,2018-12-18,2033-12-14,4363.91,1883407.06,ZAR,MONTHLY,1,PREFERRED
POL0794,C0753,HEALTH,MATURED,2026-08-08,2041-08-04,7675.74,819018.57,ZAR,MONTHLY,5,STANDARD
POL0795,C0514,FUNERAL,MATURED,2021-11-07,2051-10-31,447.03,52151.26,ZAR,QUARTERLY,4,STANDARD
POL0796,C0474,FUNERAL,ACTIVE,2020-01-03,2044-12-27,300.1,33255.54,ZAR,ANNUALLY,3,STANDARD
POL0797,C0778,SHORT_TERM,ACTIVE,2024-04-20,2044-04-15,2348.14,1768882.82,ZAR,MONTHLY,3,STANDARD
POL0798,C0616,SHORT_TERM,LAPSED,2023-09-10,2048-09-03,2382.69,415231.35,ZAR,MONTHLY,3,STANDARD
POL0799,C0386,HEALTH,ACTIVE,2025-11-24,2030-11-23,5365.87,3030371.23,ZAR,MONTHLY,1,STANDARD
POL0800,C0423,RETIREMENT,ACTIVE,2020-02-16,2035-02-12,19947.96,1388736.35,ZAR,MONTHLY,3,STANDARD
